object_type,Cultures/periods,count
tutulusbrooch,Finno-Ugrian,1
unguent-pot,Early Islamic,1
unguent-jar,Romano-British,1
unguent-jar,Islamic,1
unguent-flask,Iron Age,1
figure,Tiahuanaco,1
figure,Tenmei Era,1
underskirt,Buddhist,1
umbrella,Heisei Era,1
uki-e,Edo Period,1
uchikake,Showa Era,1
uchikake,Meiji Era,1
tyre,Romano-British,1
tyg,Post-Medieval,1
tweezers,Yotoco,1
tweezers,Tiahuanaco,1
figure,Sumerian,1
figure,Slav,1
animalremains,Pre-Columbian,1
animalremains,Post-Medieval,1
figure,Second Intermediate  ,1
figure,Sasanian,1
unguentarium,Phoenician,1
figure-fitting,Mesopotamian,1
figure-fitting,Late Bronze Age II,1
figure-fitting,Kassite,1
figure-fitting,Halaf,1
unguentarium,Late Roman,1
figure-fitting,19th Dynasty,1
unguentarium,Cypro-Classical,1
unguentarium,Abbasid dynasty,1
figure,Zhob Culture,1
figure,Yongle,1
urn,Akkadian,1
urinal,Qing dynasty,1
figure,X-Group Culture,1
unrecorded,Taino,1
figure,Western Han dynasty,1
unifaciallyworkedpiece,Middle Palaeolithic,1
anklet,A-Group Culture,1
anklet,6th Dynasty,1
animalvegetalremains,Taino,1
animalvegetalremains,Ancient Egypt,1
animalremains,Wilton,1
animalremains,Volga Bulgar,1
figure,Valdivia,1
figure-mould,Third Intermediate,1
figure-mould,Old Babylonian,1
figure-mould,Old Assyrian,1
urn,Tang dynasty,1
figure-mould,New Kingdom,1
figure-mould,Middle Elamite,1
urn,Punic,1
urn,Post-Medieval,1
urn,Phoenician/Punic,1
urn,Ninevite,1
urn,Neolithic  ,1
figure-mould,Mesopotamian,1
figure-mould,Late Babylonian,1
urn,Late Neolithic/Early Bronze Age,1
urn,Late Bronze Age,1
urn,Iron Age/Romano-British,1
figure-mould,26th Dynasty,1
urn,Han dynasty,1
urn,Five Dynasties,1
figure-head,Germanic,1
figure-fitting,Roman,1
brushpen-rest,Heisei Era,1
vambrace,Qajar dynasty,1
animalremains,Pan Grave,1
animalremains,Ottoman dynasty,1
animalremains,Moche,1
animalremains,Middle Woodland Period,1
animalremains,Middle Palaeolithic,1
animalremains,Middle Neolithic,1
brush-washer,Six Dynasties,1
brush-washer,Republic,1
animalremains,Middle Anglo-Saxon,1
vajra,Edo Period,1
utilisedstone,Christian,1
urn,Yuan dynasty,1
figurine,Chancay,1
vase,Ancient Egypt,1
figurine,Archaic Greek,1
figurine,Ancient South Arabian,1
vase,A-Group Culture,1
vase,9th Dynasty,1
vase,8th Dynasty,1
vase,7th Dynasty,1
figurine,American cultures and periods,1
vase,29th Dynasty,1
figurine,Akkadian,1
vase,25th Dynasty,1
vase,22nd Dynasty,1
figure-mould,Western Greek,1
figurine,Colonial,1
vase,15th Dynasty,1
figurine,Colima,1
vase,Christian,1
figurine,Classic Christian Period,1
figurine,Chup鑴欓cuaro,1
figurine,Christian Period,1
vase,Carolingian,1
vase,C-Group Culture,1
vase,Bunsei Era,1
vase,Bunka Era,1
vase,Bakun,1
bucket,Gallo-Roman,1
vase,Babylonian,1
vase,Aztec,1
bucket,Early Dynastic III,1
bucket,Celtic,1
vase,Assyrian,1
bucket,Achaemenid,1
buckelurne,Early Anglo-Saxon,1
vase,Cupisnique,1
vase,Colima,1
vase,Cocle,1
animalremains,Medieval,1
brushpen-rest,Qing dynasty,1
animalremains,Mahdiya,1
figurine,Han dynasty,1
figurine,Halaf,1
animalremains,Late Neolithic,1
animalremains,Late Mesolithic/Neolithic,1
animalremains,Late Iron Age,1
animalremains,Late Anglo-Saxon,1
animalremains,Islamic,1
figurine,Guetar,1
figurine,Graeco-Roman,1
vase,Hopewell,1
figurine,Gaochang kingdom,1
figurine,Early Dynastic III,1
figurine,Early Cypriot III,1
vase,Hallstatt A,1
figurine,Early Cycladic,1
vase,Greek,1
vase,Goryeo Dynasty,1
vase,Gaya Kingdom,1
figurine,Early Bronze Age I,1
vase,Five Dynasties,1
vase,Fatimid dynasty,1
figurine,Cypro-Archaic I,1
brush-rest,Kangxi,1
vase,Early Bronze Age I,1
brush-rest,Edo Period,1
animalremains,Celtic,1
brush-pot,Tenpo Era,1
animalremains,Adena,1
vase,Larsa Dynasty,1
vase,Lagash II,1
vase,Koka Era,1
vase,Kofun Period,1
vase,Kangxi,1
vase,Kamakura Period,1
figurine,Late Bronze Age III,1
vase,Joseon Dynasty,1
vase,Jomon Period,1
figurine,La Hueca,1
figurine,Khartoum Neolithic,1
vase,Ilkhanid dynasty,1
vase,Late Uruk,1
figurine,Ilkhanid dynasty,1
figurine,Late Quimbaya,1
figurine,Late Helladic IIIC,1
figurine,Late Helladic IIIB,1
vase,Late Helladic III,1
vase,Late Christian Period,1
vase,Late Babylonian,1
animalremains,Indus Valley Civilisation,1
animalremains,Hampshire,1
figurine,Late Cypriot II,1
animalremains,Finno-Ugrian,1
animalremains,Eskimo,1
animalremains,Early Dynastic III,1
animalremains,Coptic,1
brush-washer,Qianlong,1
brush-washer,Peoples Republic of China,1
brush-washer,Kangxi,1
anatomicalvotive,Middle Minoan I,1
vase,Nasca Phase 3,1
brush-washer,Jin dynasty,1
vase,Naqada I,1
brush-rest-stand,Qing dynasty,1
vase,Mughal dynasty,1
brush-rest,Yongzheng,1
vase,Mixtec,1
brush-rest,Song dynasty,1
figurine,New Kingdom,1
figurine,Nasca,1
figurine,Mughal dynasty,1
vase,Longshan culture,1
figurine,Mitannian,1
figurine,Miraflores-Arenal,1
vase,Ninevite 5 Incised,1
vase,Neolithic/Bronze Age,1
vase,Neolithic,1
vase,Neo-Hittite,1
vase,Nasca Phase 5,1
animalremains,Acheulian,1
animalremains,Abbasid dynasty,1
animalremains,A-Group Culture,1
animalremains,12th Dynasty,1
figurine,Middle Cypriot,1
figurine,Middle Bronze Age IIb,1
figurine,Middle Bronze Age IIa,1
animalmummy,4th Dynasty,1
animalmummy,26th Dynasty,1
figurine,Mezcala,1
figurine,Third Dynasty of Ur,1
figurine,Sumerian,1
amulet-holder,Edo Period,1
amulet-frame,Graeco-Roman,1
figurine,Shaft Tomb Culture,1
vase,Reiwa Era,1
figurine,Sasanian,1
vase,Quimbaya,1
vase,Qin dynasty,1
vase,Qianlong,1
figurine,Romano-British,1
figurine,Roman Imperial,1
vase,Pan Grave,1
vase,Pachacamac,1
figurine,Quimbaya,1
figurine,Prehistoric,1
vase,Taino,1
vase,Sui dynasty,1
figurine,Phrygian,1
figurine,Olmec,1
brush-container,Qing dynasty,1
anatomicalvotive,Ancient South Arabian,1
brush,X-Group Culture,1
brush,Showa Era,1
amuleticwand,12th Dynasty,1
amulet-seal,Greek,1
amulet-seal,Ancient Egypt,1
amulet-ring,Late Medieval,1
brush,Roman Period,1
amulet-mould,Late Babylonian,1
amulet-mould,Islamic,1
amulet-mould,Graeco-Roman,1
vegetalremains,6th Dynasty,1
vaulting-tube,Roman Imperial,1
vase,Yongzheng,1
vase,Yayoi Period,1
vase,X-Group Culture,1
vase,Uruk,1
vase,Unified Silla Dynasty,1
brush,Qing dynasty,1
vase,Toltec,1
vase,Timurid dynasty,1
vase,Tiahuanaco,1
filter,Ottoman dynasty,1
vase,Third Dynasty of Ur,1
vase,Terminal Christian Period,1
vase,Talamancan,1
filter,Mesopotamian,1
filter,Heisei Era,1
filmstill,Heisei Era,1
file,Merovingian,1
figurine,Zacatenco,1
figurine,Veraguas,1
verticaldial,Early Byzantine,1
veil,Ottoman dynasty,1
veil,Late Christian Period,1
vegetalremains,Romano-British,1
figurine,Valdivia,1
vegetalremains,Medieval,1
vegetalremains,Late Mesolithic/Neolithic,1
vegetalremains,Inca,1
vegetalremains,Dynastic,1
vegetalremains,Anglo-Saxon,1
vegetalremains,Ancient Egypt,1
finger-ring,11th Dynasty,1
vessel,5th Dynasty,1
financialinstrument,Xuantong,1
vessel,30th Dynasty,1
financialinstrument,Tongzhi,1
financialinstrument,Qing dynasty,1
amulet-case,Middle Kingdom,1
amulet-case,Late Christian Period,1
financialinstrument,Jiaqing,1
amulet-case,Ilkhanid dynasty,1
amulet-case,Classic Christian Period,1
amulet-case,Buddhist,1
amulet-box,Kushan,1
brush-pot,Meiji Era,1
amulet,Third Dynasty of Ur,1
brush-pot,Kangxi,1
vessel,Butana Group,1
vessel,Buddhist,1
vessel,Basic Selin,1
brush-pot,Joseon Dynasty,1
brush-pot,Heisei Era,1
vessel,Aztec  .,1
vessel,Assyrian,1
brush-pot,Bunsei Era,1
vessel,Anjira IV,1
vessel,Anjira III,1
brush-holder,Republic,1
brush-holder,Ming dynasty,1
vessel,Ancestral Pueblo,1
vessel,Amm Adam Group,1
finger-ring,C-Group Culture,1
vessel,Adena,1
vessel,Classical Greek,1
vessel,Classic Gash Group,1
vessel,Chancay,1
finger-ring,Byzantine,1
vessel,Carolingian,1
vessel,Byzantine,1
finger-ring,Balt,1
amulet,Qajar dynasty,1
finger-ring,Badarian,1
amulet,Post-Medieval,1
finger-ring,Akkadian,1
finger-ring,Achaemenid,1
finger-ring,Abbasid dynasty,1
amulet,Old Babylonian,1
amulet,Neolithic/Bronze Age,1
finger-ring,6th Dynasty,1
finger-ring,22nd Dynasty,1
vessel,Cypriot,1
vessel,Cupisnique,1
finger-ring,15th Dynasty,1
vessel,Cocal,1
finger-ring,13th Dynasty,1
amulet,Naqada II,1
brooch,Roman Period,1
brooch,Post-Medieval,1
amulet,Mughal dynasty,1
amulet,Middle Elamite,1
amulet,Middle Byzantine,1
finger-ring,Early Dynastic III,1
amulet,Late Islamic,1
amulet,Late Classic Maya,1
amulet,Late Christian Period,1
finger-ring,Early Christian Period,1
finger-ring,Cypro-Archaic,1
amulet,Late Bronze Age III,1
amulet,Late Bronze Age,1
finger-ring,Coptic,1
finger-ring,Colonial,1
finger-ring,Christian Period,1
amulet,Hittite,1
amulet,Hellenistic,1
amulet,Han dynasty,1
amulet,Halaf,1
amulet,Greek,1
vessel,Dong Son Culture,1
vessel,Dilmun,1
vessel,Daunian  ,1
finger-ring,Goth,1
vessel,Faiyum Culture,1
vessel,Euboean,1
vessel,Edomite,1
finger-ring,Ghaznavid dynasty,1
vessel,Eastern Mediterranean,1
finger-ring,Geometric Greek,1
vessel,East Greek Archaic I,1
vessel,Early Uruk,1
finger-ring,Fatimid dynasty,1
vessel,Early Quimbaya,1
vessel,Early Kofun,1
brush,Late Christian Period,1
vessel,Early Haftavan Period VIB,1
brush,Coptic,1
vessel,Early Cypriot I,1
vessel,Early Cypriot,1
brush,Ancient Egypt,1
amulet,Afsharid dynasty,1
vessel,Haftavan Period VIII,1
vessel,Haftavan Period VII,1
vessel,Haftavan Period VIB,1
brush,26th Dynasty,1
vessel,Haftavan Period IV,1
brush,18th Dynasty,1
vessel,Guanacaste/Nicoya Region Period VI,1
vessel,Ghaznavid dynasty,1
vessel,Geometric Greek,1
vessel,Gentle,1
vessel,Gaya Kingdom,1
vessel,Gallinazo,1
broom,Post-Christian,1
vessel,Faliscan,1
vessel,Hittite,1
vessel,Heisei Era,1
vessel,Heian Period,1
broom,Late Christian Period,1
vessel,Hallstatt B,1
finger-ring,Late Sasanian,1
amulet,Elamite,1
finger-ring,Late Helladic IIIA,1
amulet,Early Dynastic III,1
finger-ring,Late Helladic III,1
amulet,Dynastic,1
amulet,Christian,1
amulet,Badarian,1
amulet,Babylonian,1
finger-ring,Late Cypriot II,1
amulet,Anglo-Saxon,1
vessel,Isin-Larsa,1
vessel,Iron Age I,1
amulet,8th Dynasty,1
amulet,5th Dynasty,1
amulet,4th Dynasty,1
finger-ring,Late Cypriot I,1
finger-ring,Late Bronze Age II,1
amulet,22nd Dynasty,1
finger-ring,Late Antique,1
finger-ring,Iron Age II,1
amulet,17th Dynasty,1
finger-ring,Ilkhanid dynasty,1
vessel,Huaxtec,1
vessel,Hopewell,1
vessel,Hongshan culture,1
vessel,Hohokam,1
vessel,Late Chalcolithic,1
vessel,Late Bronze Age III,1
finger-ring,Hallstatt,1
finger-ring,Mamluk dynasty,1
vessel,La T鑴欑瘬ne I,1
vessel,Kushite,1
vessel,Koban,1
vessel,Khmer,1
vessel,Khartoum Neolithic,1
vessel,Kerma Classique,1
vessel,Kerma Ancien,1
vessel,Kassite,1
vessel,Kangxi,1
vessel,Kaftari,1
vessel,Jemdet Nasr,1
finger-ring,Latgalian,1
ampulla,Ancient Egypt,1
brooch,Neolithic/Bronze Age,1
brooch,Neolithic,1
amphoriskos,Rhodian,1
vessel,Late Helladic IIIB,1
vessel,Late Helladic IIIA2,1
brooch,Middle Bronze Age,1
brooch,Mesopotamian,1
vessel,Late Helladic IIB,1
vessel,Late Helladic IIA,1
brooch,Merovingian,1
vessel,Late Helladic I,1
vessel,Late Gash Group,1
brooch,Late Iron Age,1
vessel,Late Cypriot,1
vessel,Late Classic,1
amphoriskos,Eastern Mediterranean,1
vessel,Maitraka Dynasty,1
brooch,Late Bronze Age,1
brooch,Islamic,1
brooch,Heisei Era,1
vessel,Late Stone Age,1
briquetage,Hallstatt,1
vessel,Late Kofun,1
finger-ring,Roman Republican,1
amulet,11th Dynasty,1
finger-ring,Phoenician,1
finger-ring,Persian,1
ampulla,New Kingdom,1
ampulla,Middle Byzantine,1
finger-ring,Ostrogothic,1
ampulla,Late Roman,1
vessel,Meroitic  ,1
finger-ring,Minoan,1
vessel,Median,1
amphoriskos,Philistine,1
amphoriskos,Middle Minoan III,1
amphoriskos,Middle Geometric,1
finger-ring,Middle Islamic,1
amphoriskos,Lombardic,1
finger-ring,Middle Anglo-Saxon,1
amphoriskos,Late Helladic III,1
amphoriskos,Late Cypriot IIC,1
amphoriskos,Late Cypriot II,1
amphoriskos,Late Cypriot,1
amphoriskos,Late Bronze Age IIa,1
amphoriskos,Late Bronze Age III,1
amphoriskos,Iron Age II,1
fingerpot,Medieval,1
vessel,Middle Minoan IIIA,1
finger-ring,Tylos,1
vessel,Middle Minoan IIB,1
finger-ring,Seljuq dynasty,1
vessel,Middle Minoan IB,1
vessel,Middle Minoan,1
vessel,Middle Horizon,1
vessel,Middle Gash Group,1
vessel,Middle Elamite,1
vessel,Middle Cypriot,1
finger-ring,Safavid dynasty,1
vessel,Middle Cycladic,1
brooch,Frankish,1
vessel,Middle Chalcolithic,1
brooch,Early Medieval,1
vessel,Namazga I,1
brooch,Early Iron Age,1
brooch,Colonial,1
vessel,Muisca,1
brooch,Carolingian,1
fire-dog,New Kingdom,1
fire-dog,Iron Age,1
fire-dog,Christian Period,1
amphoriskos,Early Bronze Age I,1
amphoriskos,Early Bronze Age,1
fire-box,Tenmei Era,1
amphoriskos,18th Dynasty,1
amphora-stand,Coptic,1
fire-bowl,Late Helladic IIIA2,1
finial,Six Dynasties,1
finial,Qing dynasty,1
amphora,Late Geometric II,1
amphora,Late Antique,1
amphora,Late Anglo-Saxon,1
amphora,Kushite,1
vessel,Nuzi,1
finial,Ottoman dynasty,1
vessel,North Ionian,1
vessel,Ninevite,1
vessel,Nasca Phase 5,1
vessel,Nasca Phase 3,1
finial,Kushan,1
vessel,Naqada I,1
vessel,Namazga V,1
vessel,Namazga IV,1
finial,Heisei Era,1
vessel,Namazga II,1
finial,Han dynasty,1
finial,Early Christian Period,1
vessel,Pachacamac,1
vessel,PGW,1
finial,Coptic,1
fish-hook,Late Helladic IIIA,1
vessel,Old Assyrian,1
amphora,Ramesside,1
amphora,Proto-Geometric,1
fish-hook,Late Bronze Age,1
amphora,Orientalising Period,1
fish-hook,Late Anglo-Saxon,1
amphora,Meroitic,1
amphora,Lucanian,1
fish-hook,Classic Christian Period,1
amphora,Late Geometric Ia,1
amphora,Cypro-Classical,1
amphora,Classical Greek,1
fish-hook,Christian,1
amphora,Christian,1
vessel,Rangpur,1
vessel,Quimbaya,1
vessel,Qianlong,1
vessel,Provincial Inca,1
vessel,Proto-Etruscan,1
vessel,Pre-Harappan,1
fish-hook,Chincha-Atacama,1
vessel,Post-Akkadian,1
vessel,Phylakopi I Culture,1
vessel,Phrygian,1
fish-gorge,Magdalenian,1
fish-bowl,Ming dynasty,1
altar,Sabaean,1
altar,Romano-British,1
firefire-lightingequipment,Maya,1
vessel,Showa Era,1
fire-stick,Late Christian Period,1
fire-steel,Finno-Ugrian,1
fire-lighter,Edo Period,1
fire-holder,Qing dynasty,1
amphora,Hyksos,1
fire-dog,Third Intermediate,1
fishing-net-weight,Neolithic,1
amphora,East Greek Archaic II,1
amphora,Early Medieval,1
amphora,Early Helladic,1
amphora,Early Christian Period,1
amphora,Early Byzantine,1
fishing-net,Hopewell,1
fish-plate,Seleucid Era,1
fish-plate,Greek,1
vessel,Tanque Verde,1
vessel,Talamancan,1
fish-plate,Etruscan,1
fish-plate,Campanian,1
amphora,Byzantine,1
amphora,Ancient South Arabian,1
amphora,25th Dynasty,1
amphora,19th Dynasty,1
altarflower,Edo Period,1
fish-hook,Prehistoric,1
fish-hook,Pre-Columbian,1
fish-hook,Neolithic,1
altar-frontal,Late Medieval,1
fish-hook,Mesopotamian,1
vessel,Wilton,1
vessel,Western Zhou dynasty,1
fish-hook,Medieval,1
vessel,Warring States period,1
vessel,Viking,1
brick-stamp,Akkadian,1
brick-stamp,18th Dynasty,1
vessel,Urartian,1
brick,Yangshao culture,1
vessel,Umayyads of Spain,1
fitting,Early Anglo-Saxon,1
fitting,Coptic,1
fitting,Ancient Egypt,1
fitting,27th Dynasty,1
fishing-net-weight,Prehistoric,1
fitting,Hellenistic,1
vessel-cover,Neo-Assyrian,1
vessel-cover,Middle Bronze Age,1
vessel-cover,Mesopotamian,1
vessel-cover,Kerma Classique,1
vessel-cover,Graeco-Roman,1
vessel-cover,Etruscan,1
vessel-cover,Early Historic,1
vessel-cover,Coptic,1
vessel-cover,Buddhist,1
vessel-cover,6th Dynasty,1
vessel-cover,22nd Dynasty,1
fitting,Early Medieval,1
briquetage,Anglo-Saxon,1
bridle-bit,Kofun Period,1
vessel,Yongzheng,1
vessel-fitting,Phoenician,1
bridle-bit,Iron Age,1
vessel-fitting,Mesopotamian,1
vessel-fitting,Islamic,1
vessel-fitting,Graeco-Roman,1
bridle,Iron Age/Romano-British,1
vessel-fitting,Early Bronze Age,1
vessel-fitting,Cypro-Archaic,1
bridle,Germanic,1
bridle,Achaemenid,1
vessel-fitting,26th Dynasty,1
bridalhead-dress,Joseon Dynasty,1
vessel-cover,Third Intermediate,1
brick-stamp,Neo-Babylonian Dynasty,1
vessel-cover,Ptolemaic,1
vessel-cover,Old Kingdom,1
vessel-stand,4th Dynasty,1
vessel-stand,2nd Dynasty,1
vessel-stand,18th Dynasty,1
vessel-stand,11th Dynasty,1
vessel-stamp,Safavid dynasty,1
vessel-stamp,Roman Period,1
vessel-stamp,Ptolemaic,1
vessel-stamp,Coptic,1
brick-stamp,Neo-Assyrian,1
brick-stamp,Graeco-Roman,1
vessel-mould,Ptolemaic,1
vessel-mould,Jin dynasty,1
fitting,Old Babylonian,1
vessel-fitting,Romano-British,1
fitting,Neo-Elamite,1
vessel-fitting,Ptolemaic,1
fitting,Naqada I,1
altar,Central America Period V,1
altar,6th Dynasty,1
alms-bowl,Tang dynasty,1
alms-bowl,Qing dynasty,1
vessel-stand,Middle Kingdom,1
vessel-stand,Messapian,1
vessel-stand,Late Period,1
vessel-stand,Late Cypriot IIC,1
vessel-stand,Iron Age II,1
vessel-stand,First Intermediate,1
fitting,Middle Assyrian,1
vessel-stand,Early Bronze Age III,1
vessel-stand,Coptic,1
vessel-stand,6th Dynasty,1
vessel-stand,5th Dynasty,1
vessel-stand,X-Group Culture,1
vessel-stand,Second Intermediate,1
vessel-stand,Ptolemaic,1
vessel-stand,Old Kingdom,1
vessel-stand,Ming dynasty,1
fitting,Mesopotamian,1
fitting,Medieval,1
fitting,Late Medieval,1
altar,Middle Woodland Period,1
altar,Middle Kingdom,1
altar,Late Period,1
fitting,Late Kofun,1
altar,Heisei Era,1
fitting,Late Helladic III,1
fitting,Late Babylonian,1
altar,Christian,1
fitting,Late Anglo-Saxon,1
votivefigure,Old Babylonian,1
votivefigure,Middle Minoan I,1
fitting,Qing dynasty,1
votivefigure,Middle Bronze Age IIa,1
votivefigure,Late Uruk,1
fitting,Post-Medieval,1
votivefigure,Early Dynastic III,1
votivefigure,Archaic Greek,1
votivefigure,18th Dynasty,1
votivebox,Middle Kingdom,1
visualrepresentation,18th Dynasty,1
vestment,Meiji Era,1
vestment,Late Medieval,1
vestment,Heisei Era,1
vestment,Edo Period,1
votiveoffering,Ptolemaic,1
votiveoffering,Kassite,1
votiveoffering,Iron Age,1
votiveoffering,Hellenistic Period,1
votiveoffering,Heisei Era,1
votiveoffering,Graeco-Roman,1
votiveoffering,Early Dynastic III,1
votiveoffering,Archaic Greek,1
votiveoffering,Ancient Egypt,1
votiveoffering,4th Dynasty,1
votiveflask,Ptolemaic,1
brick,Roman Period,1
brick,Parthian,1
votivefigure,Ramesside,1
votivefigure,Ptolemaic,1
brick,Neolithic,1
votiveplaque,Roman,1
votiveplaque,Ramesside,1
brick,Middle Babylonian,1
fitting,Pan Grave,1
votiveplaque,Neo-Assyrian,1
votiveplaque,Meiji Era,1
votiveplaque,Kaei Era,1
flail,Islamic,1
votiveplaque,Dvaravati,1
votiveplaque,Bunsei Era,1
votiveplaque,Akkadian,1
votiveplaque,Achaemenid,1
flagon,Roman Imperial,1
votiveoffering,Western Greek,1
votiveoffering,Roman Period,1
flagon,Qing dynasty,1
wakizashi,Oei Era,1
wakizashi,Muromachi Period,1
wakizashi,Keio Era,1
flagon,Iron Age,1
wakizashi,Kaei Era,1
wakizashi,Genroku Era,1
flagon,Etruscan,1
wakizashi,Bunmei Era,1
flag,Islamic,1
wakizashi,Ansei Era,1
waist-band,Chimu,1
wagon,Ninevite 5,1
wagon,Akkadian,1
votivetank,Early Historic,1
votiveplaque,Urartian,1
votiveplaque,Roman Period,1
wall-painting,11th Dynasty,1
wall-ornament,Neo-Assyrian,1
wall-ornament,Middle Assyrian,1
wall-nail,Urartian,1
wall-nail,Mesopotamian,1
wall-medallion,Seleucid Era,1
wall-lamp,Islamic,1
wall-hanging,6th Dynasty,1
wall-bracket,Coptic,1
wall,Romano-British,1
wall,Ancient Egypt,1
wall,4th Dynasty,1
walking-stick,Ottoman dynasty,1
wakizashi-sheath,Meiji Era,1
flabellum,Late Medieval,1
wakizashi,Tenpo Era,1
wall-painting,Ming dynasty,1
wall-painting,Middle Minoan III,1
wall-painting,Medieval,1
wall-painting,Late Sasanian,1
wall-painting,Late Medieval,1
wall-painting,Late Christian Period,1
wall-painting,Coptic,1
fitting-mould,Ptolemaic,1
fitting-mould,New Kingdom,1
almanac,Qing dynasty,1
album,Tenpo Era,1
album,Tang dynasty,1
album,Showa Era,1
album,Kaei Era,1
fitting-mould,18th Dynasty,1
fitting,Song dynasty,1
wall-tile,Post-Medieval,1
wall-tile,Ottoman dynasty,1
wall-tile,Ming dynasty,1
wall-tile,Middle Islamic,1
wall-tile,Late Medieval,1
wall-tile,Late Islamic,1
wall-tile,Islamic,1
wall-tile,Achaemenid,1
wall-tile,Abbasid dynasty,1
wall-plaque,Tang dynasty,1
wall-plaque,Nara Period,1
wall-plaque,Middle Elamite,1
fitting,Six Dynasties,1
wall-painting,Roman Period,1
fitting,Sasanian,1
wall-painting,Neo-Assyrian,1
fitting,Rhodian,1
wand,Jomon Period,1
wand,Edo Period,1
wallpanel,Edo Period,1
wallpanel,Early Islamic,1
flake,Formative,1
wallmosaic,Abbasid dynasty,1
wallet,Meroitic,1
wallet,Islamic,1
wallcone,Uruk,1
wallcone,Old Babylonian,1
wallcone,Neolithic,1
wallcone,Neo-Assyrian,1
wallcone,Late Uruk,1
wall-tile,Timurid dynasty,1
wall-tile,Qajar dynasty,1
water-bag,Late Christian Period,1
watch-chain,Post-Medieval,1
watch,Islamic,1
flake,Early Islamic,1
flake,Early Bronze Age I,1
waster,Post-Christian,1
waster,Ottoman dynasty,1
waster,Late Period,1
waster,Late Christian Period,1
flake,Dorset,1
flake,Capsian,1
flake,Aurignacian,1
waster,Akkadian,1
washing-bowl,Roman,1
flake,Aterian,1
wand,Neo-Assyrian,1
flake,Archaic Period,1
water-jar,Christian,1
flake,Anjira I-II,1
water-flask,Ayyubid dynasty,1
water-filter,Seljuq dynasty,1
water-ewer,Tenpo Era,1
water-ewer,Meiji Era,1
water-ewer,Late Islamic,1
water-ewer,Islamic,1
water-dropper,Ming dynasty,1
water-dropper,Kamakura Period,1
water-container,Late Christian Period,1
water-bottle-stand,Coptic,1
water-bottle,Ottoman dynasty,1
water-bottle,Islamic,1
water-bag,Meroitic,1
water-pot,Abbasid dynasty,1
flake,Acheulian,1
flail,Late Period,1
water-pipe,Mughal dynasty,1
water-pipe,Late Islamic,1
flake,Kebaran,1
water-pipe,Hindu,1
water-jug,Meiji Era,1
water-jug,Islamic,1
water-jug,Ayyubid dynasty,1
water-jug,Abbasid dynasty,1
water-jar-stand,Roman Period,1
water-jar-stand,Coptic,1
water-jar,Third Intermediate,1
